timestamp_utc,date_utc,session_id,turn_index,state_before,pending_action,user_text,normalized_text,pred_main_intent,pred_sub_intent,pred_intent,slot_name,slot_value,slot_raw,start,end,slot_confidence,source,resolution_status,resolved_entity_type,resolved_entity_id,resolved_entity_name
2026-03-17T18:10:46.568184+00:00,2026-03-17,CA0401769c1504dc24f26f0605322ff164,4,waiting_for_size,add_item,Have you taken small?,have you taken small,menu,availability_query,unknown,SIZE,small,small,15,20,1.0,unknown,predicted,,,
2026-03-17T18:11:26.924238+00:00,2026-03-17,CA83f48a3655fdc3908b0e80ddcee4cdb2,2,idle,,I want a chicken taco.,i want a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,9,21,,unknown,predicted,,,
2026-03-17T18:11:37.922055+00:00,2026-03-17,CA83f48a3655fdc3908b0e80ddcee4cdb2,3,waiting_for_side,add_item,I'll take Coke.,ill take coke,cart,add_item,unknown,ITEM,coke,coke,9,13,,unknown,predicted,,,
2026-03-17T18:11:50.061140+00:00,2026-03-17,CA83f48a3655fdc3908b0e80ddcee4cdb2,4,waiting_for_modifier,add_item,I will take chicken.,i will take chicken,cart,add_item,unknown,ITEM,chicken,chicken,12,19,,unknown,predicted,,,
2026-03-17T18:12:02.755381+00:00,2026-03-17,CA83f48a3655fdc3908b0e80ddcee4cdb2,5,waiting_for_modifier,add_item,I will take jelly.,i will take jelly,cart,add_item,unknown,ITEM,jelly,jelly,12,17,,unknown,predicted,,,
2026-03-17T18:12:56.307244+00:00,2026-03-17,CA44819599d32ff5ae4be916e712c171b0,1,idle,,I would like to order chicken taco.,i would like to order chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,22,34,,unknown,predicted,,,
2026-03-17T18:13:06.613497+00:00,2026-03-17,CA44819599d32ff5ae4be916e712c171b0,2,waiting_for_side,add_item,I'll take Coke.,ill take coke,cart,add_item,unknown,ITEM,coke,coke,9,13,,unknown,predicted,,,
2026-03-17T18:13:37.004898+00:00,2026-03-17,CA44819599d32ff5ae4be916e712c171b0,4,waiting_for_modifier,add_item,I'll take sausage.,ill take sausage,cart,add_item,unknown,ITEM,sausage,sausage,9,16,,unknown,predicted,,,
2026-03-17T18:13:51.302487+00:00,2026-03-17,CA44819599d32ff5ae4be916e712c171b0,5,waiting_for_modifier,add_item,I'll take jelly.,ill take jelly,cart,add_item,unknown,ITEM,jelly,jelly,9,14,,unknown,predicted,,,
2026-03-17T18:14:04.268580+00:00,2026-03-17,CA44819599d32ff5ae4be916e712c171b0,6,waiting_for_quantity,add_item,"2, chicken tacos.",2 chicken tacos,cart,add_item,unknown,QUANTITY,2,2,0,1,1.0,unknown,predicted,,,
2026-03-17T18:16:39.995397+00:00,2026-03-17,CA1014b83bc47f43db6f90da09b8adc58d,1,idle,,Hi. Do you guys have pizza?,hi do you guys have pizza,menu,availability_query,availability_query,CATEGORY,pizza,pizza,20,25,,unknown,predicted,,,
2026-03-17T18:16:50.901389+00:00,2026-03-17,CA1014b83bc47f43db6f90da09b8adc58d,2,idle,,"I, I want pizza.",i i want pizza,cart,add_item,add_item,CATEGORY,pizza,pizza,9,14,,unknown,predicted,,,
2026-03-17T18:17:39.945101+00:00,2026-03-17,CA6265cad93498f9da66f596f21d234e67,1,idle,,I would like to order pizza.,i would like to order pizza,cart,add_item,add_item,CATEGORY,pizza,pizza,22,27,,unknown,predicted,,,
2026-03-17T18:17:52.236472+00:00,2026-03-17,CA6265cad93498f9da66f596f21d234e67,2,confirming_item,add_item,I would love to order BBQ Pizza.,i would love to order bbq pizza,cart,add_item,add_item,ITEM,bbq pizza,bbq pizza,22,31,,unknown,predicted,,,
2026-03-17T18:18:13.867235+00:00,2026-03-17,CA6265cad93498f9da66f596f21d234e67,4,waiting_for_modifier,add_item,Italian sausage is fine.,italian sausage is fine,menu,ask_item_info,unknown,ITEM,italian sausage,italian sausage,0,15,,unknown,predicted,,,
2026-03-17T18:18:29.616702+00:00,2026-03-17,CA6265cad93498f9da66f596f21d234e67,5,waiting_for_modifier,add_item,Banana peppers are fine.,banana peppers are fine,menu,ask_item_info,unknown,ITEM,banana peppers,banana peppers,0,14,,unknown,predicted,,,
2026-03-17T18:18:45.666976+00:00,2026-03-17,CA6265cad93498f9da66f596f21d234e67,6,waiting_for_modifier,add_item,Spicy tomato sauce.,spicy tomato sauce,cart,add_item,unknown,ITEM,spicy tomato sauce,spicy tomato sauce,0,18,,unknown,predicted,,,
2026-03-17T18:18:57.599803+00:00,2026-03-17,CA6265cad93498f9da66f596f21d234e67,7,waiting_for_size,add_item,", medium.",medium,menu,modify_item,unknown,SIZE,medium,medium,0,6,1.0,unknown,predicted,,,
2026-03-17T18:19:09.025039+00:00,2026-03-17,CA6265cad93498f9da66f596f21d234e67,8,waiting_for_size,add_item,Medium.,medium,menu,modify_item,unknown,SIZE,medium,medium,0,6,1.0,unknown,predicted,,,
2026-03-17T18:19:20.101619+00:00,2026-03-17,CA6265cad93498f9da66f596f21d234e67,9,waiting_for_size,add_item,Small.,small,cart,modify_item,unknown,SIZE,small,small,0,5,1.0,unknown,predicted,,,
